ERR420386	ERR420387	ERR420388	ERR420389	ERR420390	ERR420391	ERR420392	ERR420393
7485	795	411	228	214	210	447	736	194
150082	26	12	12	7	17	16	31	26
6450	188	115	24	29	31	108	175	33
114041	11	5	1	1	1	10	11	1
10317	20	4	5	5	3	11	12	1
150084	7	2	1	0	1	2	15	1
5121	355	270	0	0	0	248	345	0
1826	281	178	11	12	6	174	291	8
100506492	7	6	0	0	0	3	2	0
284835	37	20	0	1	0	17	37	1
100423023	0	0	0	0	0	0	0	0
25825	56	36	74	68	52	19	46	63
191585	24	21	54	65	48	15	12	39
54097	2	0	1	5	6	2	0	6
4600	22	20	134	116	107	13	27	90
4599	266	191	662	641	450	201	272	429
7113	0	0	126	117	93	0	0	79
54090	0	0	0	0	0	0	0	0
150135	0	0	0	1	1	0	0	1
54089	0	0	0	0	0	0	0	0
54101	1	0	191	235	108	0	0	72
63977	51	56	51	50	21	56	50	25
25966	289	173	299	322	271	174	258	231
49854	542	277	239	243	311	292	487	298
150142	0	0	0	0	0	0	0	0
89766	0	1	0	1	0	2	2	0
150147	24	14	0	1	0	17	18	0
9619	165	163	263	270	106	156	170	98
100505764	1	1	4	3	0	0	1	0
7033	1	0	19	9	0	2	0	0
7032	0	0	1	3	2	0	0	4
7031	0	0	3	5	0	0	0	0
64699	2	1	4	1	2	5	3	1
53347	0	0	3	8	4	0	0	2
89765	37	45	1	0	2	24	31	0
645446	9	11	0	0	0	11	6	0
54020	37	34	33	46	14	57	39	16
5152	45	59	26	28	13	57	52	13
10785	29	38	36	47	15	21	27	11
4731	469	374	389	399	303	374	449	312
5316	140	90	143	142	113	84	138	125
875	95	222	2820	2832	446	228	98	477
7307	121	112	155	174	110	96	121	112
100288336	0	1	6	4	2	0	0	0
1409	0	1	163	151	11	0	0	7
100126693	1	0	0	0	0	0	0	0
100505974	5	8	5	6	2	7	0	0
400870	0	0	0	0	0	0	0	0
150094	72	76	85	64	32	81	78	28
284836	0	2	0	1	0	2	0	0
114038	0	2	1	0	1	0	0	0
100506021	0	0	1	0	0	0	1	0
11077	13	17	0	0	1	9	14	2
23076	257	135	312	347	302	137	238	290
8566	1066	1447	558	563	145	1497	999	149
1476	175	227	182	200	116	235	173	100
8568	45	103	83	67	15	109	47	14
284837	6	12	14	3	4	7	6	5
56894	654	732	1339	1382	548	691	578	548
7109	701	429	476	440	371	426	688	364
5822	115	174	124	154	31	163	116	36
8209	409	370	893	883	497	362	393	508
100129890	5	9	3	6	2	10	3	3
23308	49	102	102	112	17	107	39	19
29947	0	0	95	106	10	2	1	17
326	0	2	0	1	0	1	2	0
5211	55	403	785	814	36	404	66	47
755	28	109	75	89	18	98	23	9
100505684	2	3	2	4	1	3	2	1
7226	27	140	26	25	2	147	35	4
81543	2	3	304	327	136	1	1	121
54083	1	2	169	174	31	0	0	25
100505727	0	0	42	65	23	0	0	17
54084	2	2	6	4	3	0	1	6
114043	0	0	1	3	5	1	0	2
386677	0	0	0	0	0	0	0	0
386679	0	0	0	0	0	0	0	0
386682	0	0	0	0	0	0	0	0
386672	0	0	0	0	0	0	0	0
386680	0	0	0	0	0	0	0	0
386674	0	0	0	0	0	0	0	0
386675	0	0	0	0	0	0	0	0
386681	0	0	0	0	0	0	0	0
386676	0	0	0	1	0	0	0	0
353333	0	0	0	0	0	0	0	0
386678	0	0	0	0	0	0	0	0
386684	0	0	0	0	0	0	0	0
386683	0	0	0	0	0	0	0	0
353323	0	0	0	0	0	0	0	0
353332	0	0	0	0	0	0	0	0
386685	0	0	0	0	0	0	0	0
7327	318	223	435	400	264	235	286	276
6612	942	652	503	474	354	569	843	347
754	555	510	1132	1125	718	505	543	721
3689	41	177	364	366	55	143	41	69
100505746	3	8	9	10	7	6	3	8
84536	9	17	12	14	5	29	7	8
85395	1	23	40	32	4	16	2	1
727699	0	0	0	0	0	0	0	0
378825	0	0	0	0	0	1	0	0
728039	5	0	4	6	1	5	7	1
104	292	226	115	129	102	254	275	86
23275	49	72	110	131	43	48	50	59
642852	333	242	80	92	55	250	327	52
246704	0	0	0	1	0	0	0	0
388830	1	0	0	0	0	0	0	0
100505827	0	0	0	0	0	0	0	0
80781	22	188	10878	10905	439	187	14	387
378832	1	5	8	9	0	3	1	1
6573	7	38	123	150	9	28	13	19
100129027	2	5	0	0	0	0	2	1
54039	27	37	3	6	1	41	31	0
100505866	2	1	0	1	0	1	3	0
1291	60	201	911	988	82	197	44	84
1292	6	76	791	859	37	60	4	29
10841	5	13	6118	6103	258	19	6	287
84221	15	58	3	5	1	38	15	0
4047	102	295	659	625	105	314	137	98
114044	22	8	13	9	20	11	23	14
8888	468	362	594	545	407	362	455	369
54059	121	125	99	89	69	123	100	81
54058	5	13	7	10	1	8	6	1
5116	349	339	277	280	152	332	332	149
23181	232	265	239	197	146	275	254	118
6285	2378	1800	7	9	6	1839	2352	7
3275	342	384	128	126	94	381	308	67
400879	0	0	1	1	0	4	0	0
100506322	1	0	0	1	0	1	1	0
23784	0	0	0	0	0	1	0	0
81061	0	0	0	0	0	0	0	0
150160	0	0	0	0	0	0	1	0
387590	58	32	7	5	2	25	67	4
150165	0	0	0	0	0	0	0	0
27437	0	0	0	0	0	0	0	0
100287969	0	0	0	1	0	0	0	0
128954	0	0	0	0	0	0	0	0
100130418	44	36	0	1	0	46	27	1
23765	46	68	147	150	41	79	36	45
100506204	78	60	77	87	83	52	68	60
27439	166	118	3	5	3	126	157	2
27440	45	51	202	200	35	71	36	46
100130717	3	11	7	2	3	12	1	0
51816	150	114	408	448	313	112	153	287
27443	149	122	199	251	201	95	146	205
83733	285	340	277	271	134	347	319	173
529	2085	1217	213	231	194	1197	2008	227
23786	686	362	559	591	567	331	616	571
637	294	190	333	328	244	183	294	253
100423025	3	2	1	1	1	0	0	4
200298	0	1	7	7	1	0	1	1
57553	575	576	637	678	270	590	547	295
100506240	15	13	9	12	14	11	28	13
693233	1	1	0	2	0	0	0	1
100192420	0	0	0	0	0	0	0	0
55670	171	174	191	218	111	142	153	109
100506261	192	132	99	94	94	149	196	81
51807	62	96	15	10	6	117	44	8
100506285	0	0	2	2	0	0	0	1
11274	17	9	70	75	59	9	17	64
100506309	1	0	0	0	0	1	2	0
727962	0	0	0	0	0	0	0	0
2679	0	2	14	10	1	1	0	1
100132900	1	2	0	0	0	0	0	0
100287541	0	3	1	2	3	1	2	0
8214	8	73	86	102	5	81	12	5
5625	29	223	93	101	7	196	25	3
26220	267	271	58	52	23	262	224	26
100287576	34	19	0	1	2	29	23	1
100506454	36	22	8	2	2	26	32	5
25787	91	63	3	2	1	52	83	2
26222	25	21	1	1	1	22	12	0
402036	0	0	2	1	0	0	1	1
9993	188	473	444	460	74	486	207	59
25786	13	8	16	18	16	8	19	19
8220	30	73	56	60	14	87	29	8
23617	0	0	0	0	0	0	0	0
2928	0	0	0	0	0	0	0	0
6576	14	84	646	701	69	79	20	80
8218	59	34	74	79	48	44	47	54
7290	178	175	292	284	137	172	149	148
64976	213	126	299	335	308	125	204	268
128977	301	195	113	135	128	193	256	121
100506503	6	3	2	1	4	3	6	2
7353	204	103	176	167	169	90	165	189
8318	0	2	6	5	2	0	1	3
7122	6	116	106	118	1	142	8	6
150185	0	0	0	0	0	0	0	0
5413	383	1375	9	10	3	1320	378	1
2812	0	0	0	0	0	0	0	0
6899	0	2	4	5	1	1	0	0
54584	2	15	5	7	0	15	0	0
79680	210	192	155	164	71	216	228	78
10587	20	56	337	316	47	52	20	52
100506524	1	2	5	5	2	1	3	2
1312	22	192	600	589	48	201	40	51
421	3	81	156	158	7	100	5	5
128989	96	137	90	68	21	107	88	12
406961	0	1	2	0	0	2	0	0
54487	147	139	170	186	120	141	153	121
100302197	0	0	0	0	0	0	0	0
27037	10	96	163	154	10	103	6	6
5902	191	168	144	164	108	182	237	101
29801	15	106	122	106	5	97	8	2
388849	0	2	1	0	0	4	0	0
150197	0	0	10	8	3	4	0	1
65078	12	107	12	23	0	97	9	0
100302118	0	0	0	0	0	0	0	0
85359	6	96	317	321	20	95	2	21
729444	0	0	0	0	0	0	0	0
728229	8	27	1	1	1	26	5	0
728233	91	152	58	57	15	140	117	16
100506613	0	4	1	4	3	7	1	0
85376	2	13	2	2	2	11	3	2
440795	0	0	1	0	0	0	0	0
729461	0	0	0	0	0	0	0	0
100506954	0	0	0	0	0	0	0	0
653203	0	0	0	0	0	0	0	0
373856	3	1	16	19	10	0	1	11
7625	52	73	59	40	24	86	51	20
91179	2	13	26	20	2	20	3	0
84861	81	141	90	127	18	164	80	22
51586	37	126	153	120	20	119	28	17
645280	1	0	0	0	0	2	0	0
266697	0	0	0	0	0	1	0	0
84222	9	25	7	5	1	18	10	1
5297	2180	2110	650	710	328	2033	2124	320
3053	15	20	8984	9170	9146	9	21	8853
9342	284	204	408	426	397	224	307	403
1399	1348	767	799	842	726	826	1357	773
100507329	9	9	0	1	0	6	2	0
150209	21	205	10	8	0	185	26	1
8216	66	187	217	205	30	192	50	37
80764	7	72	95	99	6	77	8	4
439931	10	24	13	13	9	21	19	9
113691	6	8	2	5	2	5	4	2
9127	25	38	4	4	1	49	34	1
6545	9	39	1	2	0	38	10	0
693234	0	1	0	0	0	0	1	0
440799	6	6	0	0	0	7	1	0
400891	2	4	0	0	0	5	0	0
284861	0	0	0	0	0	0	0	0
728441	0	1	4	9	0	0	1	0
100132705	2	1	1	2	0	0	1	0
29797	10	8	1	1	0	3	8	2
440804	0	4	1	0	0	5	0	0
23119	38	42	44	43	9	40	47	10
100507089	0	0	0	0	0	2	0	0
645426	0	0	0	0	0	0	0	0
375133	7	20	19	17	1	27	4	1
150221	2	2	3	1	0	1	0	1
7332	625	403	265	280	254	402	640	257
150223	6	30	50	49	4	36	5	1
164592	0	0	0	1	0	1	0	0
23753	7	26	177	145	38	24	5	39
100126318	0	0	0	0	0	0	0	0
406920	0	0	0	1	0	0	1	0
23759	118	136	194	217	94	129	92	70
29799	165	182	115	106	65	161	204	60
5594	3813	1798	1078	1061	1170	1760	3663	1109
9647	123	231	215	189	34	210	112	50
100507442	2	8	1	5	1	1	4	2
100286925	26	25	15	9	2	21	29	2
8940	19	34	74	71	28	47	18	19
649179	0	0	2	2	0	0	0	2
28784	0	0	5	4	0	0	0	0
28774	0	0	6	9	3	0	0	4
28785	0	0	1	6	1	0	0	0
28778	0	0	7	5	1	0	0	2
28770	0	0	0	0	0	0	0	0
28772	0	0	4	7	0	0	0	2
7441	0	0	0	0	1	0	0	0
96610	376	165	51	83	98	178	351	107
28779	2	1	3	2	2	0	1	0
28820	0	1	13	13	6	3	0	3
28821	0	0	1	1	0	0	1	0
28773	0	0	2	1	0	0	0	0
28780	0	0	0	0	1	0	1	0
28822	0	0	33	36	12	0	1	12
28775	0	0	5	7	3	0	0	5
28781	0	0	4	5	1	0	0	0
28823	0	0	23	28	8	0	0	3
28776	0	0	1	1	8	0	0	3
28825	0	0	16	15	2	1	0	4
28783	0	0	0	0	0	0	0	0
28826	0	0	3	8	2	0	1	0
140883	197	99	5	2	5	92	189	3
129025	0	0	0	0	0	0	0	0
23532	0	0	0	1	1	0	0	0
648691	0	0	0	0	0	0	0	0
28811	0	0	0	0	0	0	0	0
28787	0	0	0	0	0	0	0	0
25812	3	5	2	2	0	6	2	0
91227	0	1	15	16	1	0	0	0
28791	0	0	0	0	0	0	0	0
28793	0	0	26	29	12	0	0	11
28813	0	0	47	58	25	0	0	12
28795	0	0	0	0	0	0	0	0
28796	0	0	31	33	4	1	0	6
28797	0	0	21	17	10	0	0	11
28814	0	0	9	9	0	0	0	1
28799	0	0	1	0	1	0	0	0
28815	0	0	59	53	23	0	0	18
28802	0	0	0	1	0	0	0	0
28816	0	0	26	29	11	0	0	11
28803	0	0	4	1	3	0	0	0
28804	0	0	2	1	0	0	0	0
28817	0	0	28	19	2	0	0	4
28786	0	0	0	1	0	0	0	0
28809	0	0	20	17	8	0	0	5
100423062	0	1	64	61	17	0	0	18
28833	0	0	0	0	0	0	0	0
3537	0	0	0	0	0	0	0	0
100287891	0	0	169	158	49	0	0	36
28832	0	0	0	0	0	0	0	0
3538	0	0	0	0	0	0	0	0
100287927	0	0	26	28	6	0	0	3
28831	0	0	0	0	0	0	0	0
3539	0	0	0	0	0	0	0	0
28830	0	0	0	0	0	0	0	0
28829	0	0	0	0	0	0	0	0
28827	0	0	0	0	0	0	0	0
28834	0	0	2	3	0	0	0	1
27156	4	10	2	1	0	10	5	0
2781	344	446	3	8	3	443	347	0
9609	39	56	8	3	2	68	42	0
613	193	321	266	263	79	323	157	78
26226	61	56	56	50	49	57	64	35
649264	3	1	1	0	0	2	2	0
150244	19	39	1	2	0	29	24	0
388882	1	1	0	0	0	2	0	0
3543	0	0	0	0	0	0	0	0
51233	9	6	9	9	7	1	8	6
91316	64	79	61	68	43	66	70	56
266747	53	51	52	57	41	53	65	33
7621	53	40	41	50	25	31	47	21
29802	0	1	3	5	1	2	1	1
150248	0	1	3	7	2	1	1	6
400916	88	142	450	433	121	161	105	128
4320	0	1	7	5	0	4	1	0
6598	105	132	143	150	48	140	104	43
91319	2	6	13	10	2	5	0	2
66035	73	76	23	28	14	59	56	15
4282	30	1108	435	418	7	1226	18	7
653689	55	66	5	14	3	54	64	1
100037417	12	274	855	795	112	227	27	101
1652	4	37	270	317	6	35	0	13
2953	5	9	3	0	1	7	8	1
25774	0	0	0	0	0	0	0	0
391322	0	0	12	15	4	0	0	5
2952	0	0	333	325	66	0	0	58
653399	0	0	1	1	0	0	0	0
23523	201	277	211	194	90	307	216	89
56241	1	3	15	29	2	3	0	1
2687	5	22	328	306	43	30	6	32
29774	0	0	5	8	1	0	1	1
23384	787	405	692	672	589	418	774	604
135	8	12	56	63	4	12	1	12
646023	2	3	276	274	144	7	0	142
51733	6	2	2917	3085	2271	4	3	2208
83606	213	151	1242	1214	654	135	219	628
6634	772	500	622	615	635	451	764	596
2678	2	9	254	257	35	9	2	24
388886	7	17	67	60	11	11	7	19
644165	0	1	0	3	0	0	1	1
646074	0	3	2	0	1	2	2	1
440822	0	0	0	0	0	0	0	0
7152	0	0	1	1	0	0	0	0
129049	301	262	13	13	1	230	288	7
255349	1	0	1	0	0	0	0	0
85379	502	411	1192	1284	997	403	457	1035
1417	1	2	4	5	4	1	1	0
1415	0	2	0	1	1	3	0	0
91353	0	0	0	0	0	0	0	0
91355	8	18	55	69	15	14	9	15
1416	58	65	45	42	33	61	66	37
100507580	14	7	16	14	13	13	19	14
157	1997	1062	186	216	184	1111	1944	206
84700	2	0	1	1	0	0	1	1
23544	2187	1257	10	7	7	1246	2181	5
57168	146	101	9	17	8	110	125	10
89781	310	204	213	221	160	243	290	171
402055	161	65	116	101	111	66	132	109
24144	267	163	248	291	185	183	231	182
100507599	104	61	12	14	25	54	123	21
8459	102	89	621	568	366	97	100	341
100313914	1	0	2	1	0	0	1	1
1414	2	11	0	2	1	11	3	0
1413	0	1	0	0	0	0	0	0
440823	2833	1755	39	35	35	1718	2727	39
100507637	1	1	2	9	2	7	2	0
100507657	2	3	0	0	0	0	2	0
4330	118	89	11	12	4	99	133	5
100507669	0	0	0	0	0	0	0	0
23760	664	428	616	603	635	378	646	689
284900	113	78	123	130	159	82	116	123
100423034	0	0	0	0	0	0	0	0
100422998	0	0	0	0	0	0	0	0
23331	303	216	429	461	314	198	291	326
11200	16	6	59	75	104	10	19	108
150274	36	32	112	127	70	41	30	70
150275	463	235	955	1046	1136	241	422	1108
7494	266	167	4727	4876	4935	145	291	4845
84133	264	194	340	319	245	193	276	230
25770	4	2	0	1	0	2	3	1
83999	137	119	114	120	53	130	112	52
129080	14	100	49	31	0	120	17	3
25807	5	40	48	43	5	56	11	1
2130	528	576	625	625	384	582	569	374
10634	41	117	79	61	9	141	33	10
10633	72	59	3	5	1	47	86	1
162	336	536	600	599	162	546	292	167
100113380	0	0	3	1	0	1	0	0
10740	1263	746	8	10	9	721	1367	3
5988	0	0	3	1	3	1	2	6
4744	811	563	6	13	3	543	772	8
8563	207	164	124	134	96	118	174	98
8508	702	470	2233	2237	1697	461	707	1601
4771	464	452	261	270	134	414	405	136
164633	11	18	3	3	2	16	9	1
55954	5	25	55	54	6	28	9	7
29796	430	705	630	692	305	699	419	269
84164	50	54	350	327	161	50	60	153
8897	591	420	534	579	513	441	580	485
26828	1	2	3	4	4	3	3	8
150280	3	3	36	33	50	6	2	60
3976	0	0	8	6	1	1	0	1
5008	0	2	1	3	1	1	0	0
652968	9	33	21	19	1	17	1	4
83874	5	65	77	48	7	46	9	7
10291	516	390	660	721	467	433	483	443
550631	2	11	12	4	0	19	4	0
85371	4	2	3	1	1	0	4	2
200312	59	93	36	50	14	93	49	9
23541	374	245	3319	3390	2300	223	307	2104
51537	17	7	44	40	14	15	9	10
646513	0	0	0	1	0	0	0	0
266629	0	0	51	41	24	0	1	22
376844	0	0	2	0	3	0	0	1
284904	0	0	436	466	178	3	0	189
730005	4	3	2	0	0	5	3	1
9514	2	30	21	19	2	27	4	2
23481	135	220	222	242	68	213	125	73
6948	26	75	260	267	58	58	29	52
339665	13	25	5	10	0	27	5	1
100506075	14	7	1	6	2	9	15	4
150290	31	30	20	16	12	19	29	9
23762	114	164	19	18	10	142	92	12
100422912	2	2	0	0	0	1	2	0
150291	40	43	33	33	26	14	38	32
22880	171	159	267	247	194	136	163	171
55000	1365	608	1047	1139	1490	551	1385	1463
6525	2	20	166	159	7	17	6	7
140606	23	217	42	48	5	209	25	8
27124	11	52	2	1	0	40	13	1
50487	1	3	0	0	0	0	2	0
100133224	92	138	18	14	8	137	86	5
91445	331	221	464	427	415	214	301	395
3985	115	110	117	114	84	105	103	72
113791	258	249	100	85	49	268	225	51
23598	128	141	267	228	121	107	147	93
84843	7	5	1	3	5	4	9	6
54944	0	4	8	10	0	6	1	0
4733	328	219	194	189	201	202	351	163
56478	417	261	183	183	158	275	412	160
9814	62	65	61	75	47	76	40	40
23761	146	196	138	119	58	182	125	56
253143	936	493	757	777	867	422	944	828
9681	219	132	219	226	193	146	251	206
25775	8	9	1	0	0	8	16	0
7533	8190	4576	401	428	351	4452	7878	340
6523	0	2	36	43	40	0	1	41
150297	1	0	1	0	0	1	1	0
10739	36	22	1	0	1	22	25	1
6527	39	15	14	15	13	15	33	12
10738	1	1	0	0	0	1	1	1
10737	0	0	0	1	1	0	0	1
51493	767	396	529	537	529	372	795	514
254240	1	0	0	0	0	1	0	1
25793	1139	507	796	851	895	476	1108	855
8224	139	134	8	3	2	146	126	3
7078	1043	674	1334	1355	1299	627	1002	1252
9215	757	494	269	287	220	493	757	213
100506195	14	12	29	27	27	14	24	31
91464	0	0	0	0	0	0	0	0
10042	206	112	126	123	133	115	225	147
10043	30	145	433	373	63	160	35	49
3162	23	38	597	579	188	35	26	190
4174	7	39	135	131	15	46	10	11
23551	44	70	1	2	1	71	39	0
4151	3	4	3	8	4	8	8	1
80830	264	195	5559	5421	5726	171	240	5581
80831	2	2	20	22	24	0	3	19
23543	2478	1361	887	886	885	1328	2448	885
80833	72	38	812	748	616	53	79	602
80832	6	5	66	78	58	6	8	57
23780	697	594	659	680	471	561	689	444
8542	40	39	2828	2982	1948	31	42	1826
4627	396	700	4721	4829	1170	730	385	1197
25828	99	141	371	374	116	147	94	115
80020	273	297	261	235	108	298	285	100
8664	455	290	644	669	529	268	410	461
10369	145	97	0	0	0	93	137	0
11020	52	102	58	64	24	82	51	21
5816	217	140	13	10	8	148	208	15
4689	8	12	37	44	10	10	9	9
1439	14	17	112	124	42	21	14	56
100506241	0	0	0	0	0	0	0	0
339669	0	0	1	0	0	0	0	0
7263	19	64	1626	1591	234	58	17	184
4357	9	56	1204	1224	65	55	15	60
79734	44	278	26	18	4	261	40	3
164656	1	0	1430	1379	73	0	1	79
3560	0	0	155	139	48	0	0	47
114904	3	3	39	34	8	6	5	12
6753	18	39	0	0	0	42	15	1
5880	4	10	139	130	65	8	5	46
27128	23	41	91	96	22	41	26	27
100506271	2	1	0	0	0	2	1	0
114794	167	367	0	1	0	354	144	0
4242	6	10	92	75	15	20	5	14
29775	0	14	107	109	4	7	1	3
11135	12	138	186	178	11	136	16	7
3957	3	2	27	33	10	5	4	9
26088	55	152	198	157	45	152	62	39
23616	13	51	54	52	12	35	8	13
57026	745	671	227	242	133	665	724	117
3956	107	882	614	616	44	857	101	59
79159	15	59	40	27	12	49	15	13
11078	32	78	289	286	63	53	28	44
3005	752	605	1365	1414	794	537	728	772
23464	10	48	234	271	15	48	10	26
8484	0	1	0	1	0	2	0	0
129138	55	84	71	84	23	66	59	33
724028	0	0	1	0	0	0	0	0
724029	1	2	2	0	0	0	1	5
51386	1223	574	1435	1434	1411	543	1163	1381
85377	42	89	89	97	21	80	50	26
84645	49	37	16	18	12	42	49	6
5435	77	252	287	272	50	271	83	55
6663	129	289	10	3	1	281	155	1
100131530	19	36	2	4	1	43	17	1
9463	78	142	84	103	20	140	68	19
23539	2	11	5	6	0	21	4	0
80115	1	24	4	1	0	12	1	1
8398	33	148	54	41	3	163	42	7
23764	21	27	42	35	13	19	13	14
25829	334	522	126	143	39	518	310	27
1454	313	472	97	89	30	453	328	31
400927	14	17	22	28	26	19	16	18
3761	24	161	6	6	0	165	12	0
11015	19	9	78	64	72	11	23	67
10521	5029	2818	4454	4481	4909	2778	4938	4816
11144	10	9	1	1	6	8	11	4
646851	63	56	2	4	4	45	79	3
25776	103	86	103	85	77	74	97	94
100506326	7	7	5	4	4	9	12	7
56993	719	565	401	416	309	604	736	292
100506349	0	0	0	0	0	0	0	0
9929	662	385	278	251	265	384	647	240
9567	118	227	292	296	70	208	115	65
25777	185	848	1440	1468	168	743	201	154
10126	103	131	54	50	13	104	63	13
23467	1129	1366	17	24	10	1278	1095	11
100506361	0	0	0	0	0	0	0	0
23466	284	726	114	102	10	702	282	15
100506375	0	0	16	14	3	0	0	7
9582	1	1	0	4	4	0	2	8
27350	5	14	36	33	13	10	5	15
140564	0	2	27	22	10	2	1	16
200316	6	8	67	74	56	12	7	36
60489	10	8	58	53	47	11	13	51
164668	3	3	3	0	2	0	0	0
23492	362	565	220	228	66	540	383	62
200317	0	0	0	0	0	0	0	0
5155	59	57	16	19	5	63	40	8
6122	215	453	1927	2000	455	393	229	396
116938	2	15	12	7	2	11	2	2
116937	3	0	11	8	6	8	9	10
116936	0	1	2	1	0	2	0	0
26807	7	2	5	4	3	4	7	2
9145	784	1599	38	37	10	1539	817	12
10454	62	141	128	146	35	139	65	37
100506472	5	12	7	12	3	11	7	5
4248	298	587	8	3	2	595	301	2
100506493	15	16	1	0	0	17	11	0
54471	351	236	551	557	391	229	368	423
468	1261	581	1101	1056	1128	600	1169	1159
91582	72	204	171	178	42	167	72	25
8911	93	184	0	1	0	182	68	0
150350	0	0	0	0	0	0	0	0
9402	2	0	12	8	14	1	1	9
100506525	270	300	27	36	28	263	253	33
113828	0	0	12	20	6	2	0	2
23112	2711	1662	1821	1925	1873	1600	2561	1748
158	185	102	231	270	204	99	169	223
27352	116	246	220	235	36	196	87	42
57591	81	197	143	148	37	172	109	44
2847	97	81	6	11	3	90	63	4
10478	236	144	183	192	194	118	243	215
6767	1443	928	2198	2221	2201	905	1337	2093
63929	137	104	318	314	301	104	130	293
150353	26	11	42	43	45	16	31	36
9978	798	537	224	206	226	501	757	221
100302237	0	1	5	4	0	3	0	0
2033	989	612	1214	1240	1023	627	908	1058
83746	169	188	177	165	86	166	176	73
100506544	22	20	11	14	8	11	18	14
150356	7	103	11	8	0	97	9	0
5905	195	786	288	253	33	770	218	35
23264	412	810	884	944	206	724	440	223
7008	402	480	478	448	190	465	441	180
10766	410	405	467	498	276	361	374	255
84844	164	63	100	92	83	93	138	84
50	201	449	365	341	52	492	243	78
171568	60	142	144	170	22	147	61	29
27254	13	59	2	5	0	66	9	1
5372	36	124	165	164	32	112	36	26
100506588	243	124	102	100	102	132	253	107
27351	117	130	230	249	132	106	110	147
2547	661	594	696	662	436	562	696	384
4809	784	675	271	283	156	682	729	127
100506562	37	32	22	25	37	21	43	39
79640	219	188	82	95	47	189	244	68
150365	4	14	7	2	5	5	8	5
79879	13	28	43	36	15	18	13	20
6721	463	693	573	599	173	740	441	185
407039	0	0	0	0	0	0	0	0
440829	0	4	0	0	0	3	0	0
115650	9	4	0	1	1	10	6	0
79019	0	2	2	0	0	1	1	1
339674	70	245	0	0	0	239	76	0
55964	4433	2257	2	4	3	2200	4034	2
164684	37	20	14	10	9	18	26	13
4668	72	81	387	386	217	79	77	239
150368	4	6	22	25	8	11	5	8
91689	185	221	326	367	189	205	172	174
4700	584	572	497	488	434	535	567	375
100132273	30	47	60	51	21	64	33	16
1565	6	18	4816	4639	244	15	2	251
100287153	4	1	1	5	2	1	0	3
1564	0	4	290	287	29	9	4	21
6942	798	555	453	428	396	517	788	365
388906	1	1	8	7	1	1	0	1
100134361	14	22	1	0	0	22	13	0
150372	9	23	224	210	24	26	11	24
94009	6	8	2	4	4	8	10	4
100506662	19	25	6	5	6	28	16	6
27341	80	187	146	150	23	201	95	34
253190	12	16	7	12	3	15	11	2
91695	10	51	17	23	2	31	12	6
84271	334	256	443	405	253	282	343	240
267010	387	501	219	208	129	474	363	125
1727	104	279	518	541	127	251	129	107
267020	102	164	96	95	41	156	103	38
53947	1	9	28	29	5	5	2	5
26286	300	186	469	462	496	163	269	516
11252	172	233	425	443	192	174	168	183
100506679	17	10	3	0	1	19	11	0
25809	100	68	5	12	6	69	80	10
638	0	1	3	4	0	1	0	2
27349	44	51	76	59	17	58	46	17
706	1	57	60	80	2	43	1	4
23170	25	121	299	298	26	111	22	37
80274	7	10	4	8	1	11	4	0
758	208	360	105	102	29	330	191	25
64800	193	84	20	22	19	89	191	37
25830	1019	1075	1	0	0	1000	936	0
150379	4	7	0	0	0	4	6	0
80339	47	29	593	564	377	41	45	388
25813	221	156	278	275	234	173	221	218
29780	69	77	93	79	37	71	66	25
64098	13	22	86	84	36	24	21	31
85352	662	564	2	1	2	521	691	2
84247	708	585	138	150	70	524	704	75
388910	1	0	0	0	0	0	0	0
55615	4	20	82	61	5	15	2	5
553158	0	0	0	0	0	0	0	0
23779	0	0	0	0	0	0	0	1
112885	12	21	0	0	0	17	10	0
100506695	0	1	0	0	0	3	1	0
100506714	128	64	28	37	14	75	96	23
10762	764	356	511	499	677	331	688	585
23313	607	818	312	265	95	819	588	79
100302149	0	3	0	0	0	0	0	0
7380	0	0	0	0	0	0	1	0
55007	119	76	43	53	41	98	111	34
27127	4	4	6	4	5	6	4	5
26150	2	1	2	0	0	0	2	0
2192	56	142	208	222	104	103	63	99
100506737	3	3	0	0	1	1	1	0
25814	1703	976	909	842	936	899	1630	842
7477	4	8	0	0	0	22	4	1
100506756	0	0	0	0	0	0	0	0
730668	3	2	3	1	3	0	1	7
100271722	7	11	8	12	7	18	15	13
55267	1	11	14	12	7	15	6	1
150381	57	53	38	31	35	40	71	41
400931	12	103	56	48	4	79	13	2
406883	0	0	0	0	0	0	0	0
406884	0	0	0	0	0	0	0	0
5465	305	216	2763	2723	2568	210	304	2426
150383	23	26	24	30	6	21	25	10
10343	13	8	22	16	15	5	10	12
55020	17	36	1409	1431	671	37	22	604
150384	11	4	9	13	7	4	10	10
51512	1	0	9	3	3	2	2	1
55687	81	77	98	79	43	67	92	53
9620	2	6	102	82	58	7	2	50
100506813	0	0	0	1	0	1	0	2
23151	108	231	417	428	95	204	106	85
64781	466	372	301	367	201	421	440	171
25771	50	105	176	153	51	84	64	37
642757	2	2	7	8	8	3	3	0
100128818	2	1	4	5	1	4	0	1
400932	8	7	0	0	0	7	4	0
100422916	0	0	0	0	0	0	0	0
100506877	0	0	0	0	0	0	0	0
25817	171	330	7	9	1	271	161	2
100506889	8	2	1	0	0	3	5	0
100128946	4	8	0	1	1	14	12	0
